0,1,2,3,4,5,6,7
5.0,0.0,5.0,27.0,28.0,5.0,0.0,4.0
5.08298296994751,0.08360192344442234,5.073446227515195,26.573878812281055,27.55445038417324,5.13796062600729,0.13124633159127191,4.15495713788134
5.160768620381223,0.16432373524407953,5.141900736319131,26.15808354743713,27.11964365001878,5.267189298782527,0.25307461279686294,4.30157103621616
5.233564753795278,0.24222448457848772,5.205574773271918,25.752287389954034,26.695238872802427,5.388012981348143,0.3662163528575391,4.4401301637138335
5.3015711197539686,0.31736376952222267,5.264670918763548,25.35617457356507,26.280906838300464,5.500752953413009,0.4713359564294567,4.570917750646782
5.364979737754093,0.38980156958080325,5.319383453397295,24.96944004429712,25.876329683790097,5.605724142801921,0.5690375416435024,4.6942113537617365
5.4239752068566665,0.4595980923886875,5.369898708753383,24.591789128271795,25.48120054272502,5.703234583748469,0.6598710331196433,4.810282506303043
5.478735002600897,0.5268136336158808,5.416395402912734,24.222937204941715,25.095223194118528,5.793584985954916,0.7443376084243453,4.91939644245951
5.529429761699515,0.5915084491874121,5.45904496139541,23.862609386322237,24.71811171748615,5.877068400175109,0.822894567906195,5.0218118867656925
5.576223555000149,0.6537426389744654,5.498011824143511,23.51054020267403,24.3495901540502,5.95396996772242,0.895959690226211,5.117780900072708
5.6192741491827425,0.713576041167432,5.533453739153872,23.166473295000117,23.98939217477806,6.024566742766998,0.9639151291128135,5.207548774667502
5.658733257648116,0.7710681365897095,5.565522043342061,22.83016111464094,23.6372607557117,6.089127577585407,1.0271109008260586,5.291353971976229
5.694746781037683,0.8262779622568859,5.594361931195829,22.501364630181094,23.292947860946647,6.147913062079175,1.0858680064305186,5.369428097048763
5.727455037809362,0.8792640335291363,5.6201127117534835,22.179853041820763,22.95621413353192,6.201175509902776,1.1404812281789256,5.441995904697899
5.756992985279737,0.9300842742453734,5.6429080544205945,21.865403503312255,22.62682859448746,6.249158984450524,1.1912216350351312,5.509275332767819
5.783490431527721,0.9787959542660526,5.662876224117033,21.557800851516465,22.304568350070646,6.29209935875842,1.2383388285578296,5.5714775585401775
5.807072238540372,1.0254556338876717,5.680140306225629,21.25683734359499,21.9892183073674,6.330224404092524,1.2820629569748443,5.628807074760204
5.82785851696718,1.0701191146260345,5.6948184217936895,20.9623124018199,21.680570898235274,6.363753902629963,1.3226065222562051,5.681461782186015
5.845964812835043,1.1128413958973853,5.707023933419298,20.674032365954393,21.37842581158473,6.392899780201224,1.3601660023022841,5.729633095937784
5.861502286562467,1.1536766371566751,5.716865642235624,20.391810253133194,21.0825897339496,6.417866255560936,1.3949233079648975,5.773506063254797
5.874577884598085,1.1926781250805918,5.724447976388538,20.11546552515088,20.792876098268096,6.438850003095907,1.4270470924824488,5.813259490562311
